TID GID GT TTy ReqT TAr TT Res
1	 0	 4	 Q	 0	 0	 1	 S	
569	 243	 1	 D	 243	 245	 1	 S	 
570	 245	 1	 C	 245	 245	 2	 A	
571	 196	 2	 D	 196	 245	 2	 S	 
572	 246	 3	 A	 246	 246	 2	 B	
573	 242	 3	 D	 242	 246	 2	 S	 
574	 246	 3	 C	 246	 248	 1	 B	
575	 244	 1	 D	 244	 246	 3	 S	 
576	 197	 2	 P	 197	 197	 53	 A	 
577	 249	 1	 C	 249	 249	 1	 B	
578	 245	 1	 D	 245	 247	 3	 S	 
579	 197	 2	 C	 197	 250	 1	 A	
580	 250	 1	 C	 250	 250	 1	 B	
581	 246	 3	 D	 246	 249	 2	 S	 
582	 251	 1	 C	 251	 251	 1	 B	
583	 249	 1	 D	 249	 250	 2	 S	 
584	 252	 1	 C	 252	 252	 1	 B	
585	 197	 2	 D	 197	 251	 2	 S	 
586	 204	 2	 P	 204	 204	 50	 A	 
587	 250	 1	 D	 250	 251	 3	 S	 
588	 204	 2	 C	 204	 254	 1	 A	
589	 247	 3	 A	 247	 247	 8	 B	
590	 251	 1	 D	 251	 252	 3	 S	 
591	 254	 1	 C	 254	 254	 2	 A	
592	 247	 3	 C	 247	 255	 1	 B	
593	 252	 1	 D	 252	 253	 3	 S	 
594	 204	 2	 D	 204	 255	 2	 S	 
595	 248	 3	 A	 248	 248	 10	 B	
596	 254	 1	 D	 254	 256	 2	 S	 
597	 205	 2	 P	 205	 205	 54	 A	 
598	 257	 1	 C	 257	 257	 2	 B	
599	 247	 3	 D	 247	 256	 3	 S	 
600	 248	 3	 C	 248	 258	 2	 A	
601	 258	 1	 C	 258	 258	 2	 B	
602	 257	 1	 D	 257	 259	 1	 S	 
603	 205	 2	 C	 205	 259	 2	 A	
604	 259	 1	 C	 259	 259	 2	 B	
605	 248	 3	 D	 248	 260	 1	 S	 
606	 261	 1	 C	 261	 261	 1	 B	
607	 258	 1	 D	 258	 260	 2	 S	 
608	 205	 2	 D	 205	 261	 2	 S	 
609	 209	 4	 P	 209	 209	 55	 A	 
610	 253	 3	 A	 253	 253	 11	 B	
611	 259	 1	 D	 259	 261	 3	 S	 
612	 253	 3	 C	 253	 264	 1	 B	
613	 261	 1	 D	 261	 262	 3	 S	 
614	 264	 1	 C	 264	 264	 2	 B	
615	 253	 3	 D	 253	 265	 1	 S	 
616	 214	 2	 P	 214	 214	 53	 A	 
617	 264	 1	 D	 264	 266	 1	 S	 
618	 214	 2	 C	 214	 267	 1	 A	
619	 255	 3	 A	 255	 255	 13	 B	
620	 172	 4	 Q	 172	 172	 96	 S	
621	 255	 3	 C	 255	 268	 1	 B	
622	 214	 2	 D	 214	 268	 1	 S	 
623	 172	 4	 C	 172	 268	 2	 B	
624	 255	 3	 D	 255	 269	 1	 S	 
625	 216	 2	 P	 216	 216	 55	 A	 
626	 269	 1	 C	 269	 269	 2	 B	
627	 172	 4	 D	 172	 270	 1	 S	 
628	 270	 1	 C	 270	 270	 2	 A	
629	 216	 2	 C	 216	 271	 1	 B	
630	 269	 1	 D	 269	 271	 1	 S	 
631	 271	 1	 C	 271	 271	 2	 A	
632	 270	 1	 D	 270	 272	 1	 S	 
633	 256	 3	 A	 256	 256	 18	 B	
634	 216	 2	 D	 216	 272	 2	 S	 
635	 273	 1	 C	 273	 273	 2	 B	
636	 271	 1	 D	 271	 273	 2	 S	 
637	 218	 4	 P	 218	 218	 58	 A	 
638	 256	 3	 C	 256	 274	 2	 B	
639	 273	 1	 D	 273	 275	 1	 S	 
640	 275	 1	 C	 275	 275	 2	 A	
641	 276	 1	 C	 276	 276	 1	 B	
642	 256	 3	 D	 256	 276	 1	 S	 
643	 275	 1	 D	 275	 277	 1	 S	 
644	 262	 3	 A	 262	 262	 17	 B	
645	 276	 1	 D	 276	 277	 2	 S	 
646	 221	 2	 P	 221	 221	 59	 A	 
647	 278	 1	 C	 278	 278	 2	 B	
648	 175	 5	 Q	 175	 175	 105	 S	
649	 262	 3	 C	 262	 279	 2	 A	
650	 279	 1	 C	 279	 279	 2	 B	
651	 278	 1	 D	 278	 280	 1	 S	 
652	 221	 2	 C	 221	 280	 2	 A	
653	 280	 1	 C	 280	 280	 2	 B	
654	 262	 3	 D	 262	 281	 1	 S	 
655	 175	 5	 C	 175	 280	 3	 A	
656	 281	 1	 C	 281	 281	 2	 B	
657	 279	 1	 D	 279	 281	 2	 S	 
658	 221	 2	 D	 221	 282	 2	 S	 
659	 263	 5	 A	 263	 263	 22	 B	
660	 280	 1	 D	 280	 282	 3	 S	 
661	 232	 2	 P	 232	 232	 54	 A	 
662	 175	 5	 D	 175	 283	 3	 S	 
663	 285	 1	 C	 285	 285	 2	 A	
664	 265	 3	 A	 265	 265	 22	 B	
665	 281	 1	 D	 281	 283	 4	 S	 
666	 232	 2	 C	 232	 286	 2	 A	
667	 286	 1	 C	 286	 286	 2	 B	
668	 285	 1	 D	 285	 287	 1	 S	 
669	 265	 3	 C	 265	 287	 2	 A	
670	 287	 1	 C	 287	 287	 2	 B	
671	 232	 2	 D	 232	 288	 1	 S	 
672	 289	 1	 C	 289	 289	 1	 B	
673	 286	 1	 D	 286	 288	 2	 S	 
674	 265	 3	 D	 265	 289	 2	 S	 
675	 237	 2	 P	 237	 237	 55	 A	 
676	 274	 3	 A	 274	 274	 18	 B	
677	 287	 1	 D	 287	 289	 3	 S	 
678	 237	 2	 C	 237	 292	 1	 A	
679	 292	 1	 C	 292	 292	 1	 B	
680	 289	 1	 D	 289	 290	 3	 S	 
681	 274	 3	 C	 274	 292	 2	 A	
682	 237	 2	 D	 237	 293	 1	 S	 
683	 277	 3	 A	 277	 277	 18	 B	
684	 292	 1	 D	 292	 293	 2	 S	 
685	 277	 3	 C	 277	 295	 1	 B	
686	 274	 3	 D	 274	 294	 2	 S	 
687	 260	 2	 P	 260	 260	 37	 A	 
688	 277	 3	 D	 277	 296	 1	 S	 
689	 260	 2	 C	 260	 297	 1	 A	
690	 288	 3	 A	 288	 288	 10	 B	
691	 179	 4	 Q	 179	 179	 119	 S	
692	 298	 1	 C	 298	 298	 1	 B	
693	 260	 2	 D	 260	 298	 1	 S	 
694	 288	 3	 C	 288	 298	 2	 B	
695	 298	 1	 D	 298	 299	 1	 S	 
696	 266	 4	 P	 266	 266	 35	 A	 
697	 179	 4	 C	 179	 298	 3	 B	
698	 288	 3	 D	 288	 300	 1	 S	 
699	 299	 1	 C	 299	 299	 3	 A	
700	 179	 4	 D	 179	 301	 1	 S	 
701	 291	 3	 A	 291	 291	 12	 B	
702	 299	 1	 D	 299	 302	 1	 S	 
703	 303	 1	 C	 303	 303	 1	 B	
704	 182	 4	 Q	 182	 182	 122	 S	
705	 267	 2	 P	 267	 267	 38	 A	 
706	 291	 3	 C	 291	 303	 2	 B	
707	 303	 1	 D	 303	 304	 1	 S	 
708	 182	 4	 C	 182	 304	 2	 A	
709	 267	 2	 C	 267	 305	 1	 B	
710	 291	 3	 D	 291	 305	 1	 S	 
711	 306	 1	 C	 306	 306	 1	 B	
712	 182	 4	 D	 182	 306	 1	 S	 
713	 307	 1	 C	 307	 307	 1	 B	
714	 267	 2	 D	 267	 306	 2	 S	 
715	 268	 2	 P	 268	 268	 41	 A	 
716	 308	 1	 C	 308	 308	 1	 B	
717	 306	 1	 D	 306	 307	 2	 S	 
718	 268	 2	 C	 268	 309	 1	 A	
719	 307	 1	 D	 307	 308	 2	 S	 
720	 293	 5	 A	 293	 293	 18	 B	
721	 308	 1	 D	 308	 309	 2	 S	 
722	 268	 2	 D	 268	 310	 2	 S	 
723	 272	 2	 P	 272	 272	 41	 A	 
724	 297	 3	 A	 297	 297	 16	 B	
725	 186	 5	 Q	 186	 186	 127	 S	
726	 272	 2	 C	 272	 313	 1	 A	
727	 297	 3	 C	 297	 313	 1	 B	
728	 188	 5	 Q	 188	 188	 126	 S	
729	 313	 1	 C	 313	 313	 2	 A	
730	 186	 5	 C	 186	 313	 2	 B	
731	 272	 2	 D	 272	 314	 1	 S	 
732	 188	 5	 C	 188	 314	 2	 A	
733	 297	 3	 D	 297	 314	 2	 S	 
734	 300	 3	 A	 300	 300	 17	 B	
735	 313	 1	 D	 313	 315	 2	 S	 
736	 300	 3	 C	 300	 317	 1	 B	
737	 186	 5	 D	 186	 315	 3	 S	 
738	 282	 4	 P	 282	 282	 37	 A	 
739	 188	 5	 D	 188	 316	 3	 S	 
740	 301	 3	 A	 301	 301	 19	 B	
741	 300	 3	 D	 300	 318	 2	 S	 
742	 319	 1	 C	 319	 319	 2	 B	
743	 209	 4	 Q	 209	 209	 112	 S	
744	 283	 2	 P	 283	 283	 39	 A	 
745	 301	 3	 C	 301	 320	 2	 B	
746	 319	 1	 D	 319	 321	 1	 S	 
747	 320	 1	 C	 320	 320	 3	 A	
748	 209	 4	 C	 209	 321	 2	 B	
749	 301	 3	 D	 301	 322	 1	 S	 
750	 283	 2	 C	 283	 322	 2	 A	
751	 320	 1	 D	 320	 323	 1	 S	 
752	 302	 5	 A	 302	 302	 23	 B	
753	 209	 4	 D	 209	 323	 2	 S	 
754	 324	 1	 C	 324	 324	 2	 B	
755	 283	 2	 D	 283	 324	 2	 S	 
756	 284	 2	 P	 284	 284	 43	 A	 
757	 324	 1	 D	 324	 326	 1	 S	 
758	 284	 2	 C	 284	 327	 1	 A	
759	 304	 3	 A	 304	 304	 24	 B	
760	 210	 5	 Q	 210	 210	 118	 S	
761	 304	 3	 C	 304	 328	 1	 B	
762	 284	 2	 D	 284	 328	 1	 S	 
763	 210	 5	 C	 210	 328	 2	 B	
764	 304	 3	 D	 304	 329	 1	 S	 
765	 290	 2	 P	 290	 290	 41	 A	 
766	 329	 1	 C	 329	 329	 2	 B	
767	 210	 5	 D	 210	 330	 1	 S	 
768	 330	 1	 C	 330	 330	 2	 A	
769	 290	 2	 C	 290	 331	 1	 B	
770	 329	 1	 D	 329	 331	 1	 S	 
771	 331	 1	 C	 331	 331	 2	 A	
772	 330	 1	 D	 330	 332	 1	 S	 
773	 305	 3	 A	 305	 305	 29	 B	
774	 290	 2	 D	 290	 332	 2	 S	 
775	 305	 3	 C	 305	 334	 1	 B	
776	 331	 1	 D	 331	 333	 2	 S	 
777	 294	 2	 P	 294	 294	 42	 A	 
778	 305	 3	 D	 305	 335	 1	 S	 
779	 294	 2	 C	 294	 336	 1	 A	
780	 311	 3	 A	 311	 311	 26	 B	
781	 211	 5	 Q	 211	 211	 126	 S	
782	 336	 1	 C	 336	 336	 2	 A	
783	 311	 3	 C	 311	 337	 1	 B	
784	 294	 2	 D	 294	 337	 1	 S	 
785	 337	 1	 C	 337	 337	 2	 A	
786	 211	 5	 C	 211	 337	 2	 B	
787	 336	 1	 D	 336	 338	 1	 S	 
788	 338	 1	 C	 338	 338	 2	 A	
789	 339	 1	 C	 339	 339	 1	 B	
790	 311	 3	 D	 311	 338	 2	 S	 
791	 340	 1	 C	 340	 340	 1	 B	
792	 337	 1	 D	 337	 339	 2	 S	 
793	 211	 5	 D	 211	 339	 3	 S	 
794	 295	 2	 P	 295	 295	 48	 A	 
795	 312	 3	 A	 312	 312	 31	 B	
796	 338	 1	 D	 338	 340	 3	 S	 
797	 342	 1	 C	 342	 342	 2	 A	
798	 295	 2	 C	 295	 343	 1	 B	
799	 339	 1	 D	 339	 340	 4	 S	 
800	 312	 3	 C	 312	 343	 2	 A	
801	 344	 1	 C	 344	 344	 1	 B	
802	 340	 1	 D	 340	 341	 4	 S	 
803	 342	 1	 D	 342	 344	 2	 S	 
804	 314	 3	 A	 314	 314	 33	 B	
805	 295	 2	 D	 295	 344	 3	 S	 
806	 296	 4	 P	 296	 296	 52	 A	 
807	 346	 1	 C	 346	 346	 2	 B	
808	 312	 3	 D	 312	 345	 3	 S	 
809	 314	 3	 C	 314	 347	 2	 A	
810	 344	 1	 D	 344	 345	 4	 S	 
811	 315	 3	 A	 315	 315	 35	 B	
812	 346	 1	 D	 346	 348	 2	 S	 
813	 349	 1	 C	 349	 349	 2	 B	
814	 314	 3	 D	 314	 349	 2	 S	 
815	 309	 4	 P	 309	 309	 43	 A	 
816	 315	 3	 C	 315	 350	 2	 B	
817	 349	 1	 D	 349	 351	 1	 S	 
818	 315	 3	 D	 315	 352	 1	 S	 
819	 316	 3	 A	 316	 316	 38	 B	
820	 218	 4	 Q	 218	 218	 136	 S	
821	 310	 2	 P	 310	 310	 45	 A	 
822	 353	 1	 C	 353	 353	 2	 B	
823	 263	 5	 Q	 263	 263	 92	 S	
824	 316	 3	 C	 316	 354	 2	 A	
825	 218	 4	 C	 218	 354	 2	 B	
826	 353	 1	 D	 353	 355	 1	 S	 
827	 310	 2	 C	 310	 355	 2	 A	
828	 263	 5	 C	 263	 355	 2	 B	
829	 316	 3	 D	 316	 356	 1	 S	 
830	 356	 1	 C	 356	 356	 2	 A	
831	 218	 4	 D	 218	 356	 2	 S	 
832	 317	 3	 A	 317	 317	 42	 B	
833	 310	 2	 D	 310	 357	 2	 S	 
834	 358	 1	 C	 358	 358	 2	 B	
835	 263	 5	 D	 263	 357	 3	 S	 
836	 318	 2	 P	 318	 318	 43	 A	 
837	 317	 3	 C	 317	 359	 2	 B	
838	 356	 1	 D	 356	 358	 3	 S	 
839	 360	 1	 C	 360	 360	 2	 A	
840	 318	 2	 C	 318	 361	 1	 B	
841	 358	 1	 D	 358	 360	 2	 S	 
842	 361	 1	 C	 361	 361	 2	 A	
843	 317	 3	 D	 317	 361	 2	 S	 
844	 323	 3	 A	 323	 323	 41	 B	
845	 360	 1	 D	 360	 362	 2	 S	 
846	 363	 1	 C	 363	 363	 2	 B	
847	 318	 2	 D	 318	 362	 3	 S	 
848	 321	 2	 P	 321	 321	 45	 A	 
849	 323	 3	 C	 323	 364	 2	 B	
850	 361	 1	 D	 361	 363	 3	 S	 
851	 365	 1	 C	 365	 365	 2	 A	
852	 321	 2	 C	 321	 366	 1	 B	
853	 363	 1	 D	 363	 365	 2	 S	 
854	 366	 1	 C	 366	 366	 2	 A	
855	 367	 1	 C	 367	 367	 1	 B	
856	 323	 3	 D	 323	 366	 2	 S	 
857	 365	 1	 D	 365	 367	 2	 S	 
858	 333	 3	 A	 333	 333	 37	 B	
859	 321	 2	 D	 321	 367	 3	 S	 
860	 322	 2	 P	 322	 322	 49	 A	 
861	 369	 1	 C	 369	 369	 2	 B	
862	 366	 1	 D	 366	 368	 3	 S	 
863	 333	 3	 C	 333	 370	 2	 A	
864	 370	 1	 C	 370	 370	 2	 B	
865	 367	 1	 D	 367	 368	 4	 S	 
866	 322	 2	 C	 322	 371	 2	 A	
867	 369	 1	 D	 369	 371	 2	 S	 
868	 334	 3	 A	 334	 334	 40	 B	
869	 333	 3	 D	 333	 372	 2	 S	 
870	 373	 1	 C	 373	 373	 2	 B	
871	 370	 1	 D	 370	 372	 3	 S	 
872	 325	 2	 P	 325	 325	 51	 A	 
873	 374	 1	 C	 374	 374	 2	 B	
874	 322	 2	 D	 322	 373	 3	 S	 
875	 334	 3	 C	 334	 374	 3	 A	
876	 375	 1	 C	 375	 375	 2	 B	
877	 373	 1	 D	 373	 375	 2	 S	 
878	 325	 2	 C	 325	 376	 2	 A	
879	 377	 1	 C	 377	 377	 1	 B	
880	 374	 1	 D	 374	 376	 2	 S	 
881	 334	 3	 D	 334	 377	 2	 S	 
882	 343	 3	 A	 343	 343	 37	 B	
883	 375	 1	 D	 375	 377	 3	 S	 
884	 326	 2	 P	 326	 326	 55	 A	 
885	 343	 3	 C	 343	 380	 1	 B	
886	 325	 2	 D	 325	 378	 3	 S	 
887	 326	 2	 C	 326	 381	 1	 A	
888	 381	 1	 C	 381	 381	 1	 B	
889	 377	 1	 D	 377	 378	 4	 S	 
890	 382	 1	 C	 382	 382	 1	 B	
891	 343	 3	 D	 343	 381	 2	 S	 
892	 326	 2	 D	 326	 382	 2	 S	 
893	 327	 2	 P	 327	 327	 58	 A	 
894	 345	 3	 A	 345	 345	 40	 B	
895	 381	 1	 D	 381	 382	 3	 S	 
896	 327	 2	 C	 327	 385	 1	 A	
897	 385	 1	 C	 385	 385	 1	 B	
898	 382	 1	 D	 382	 383	 3	 S	 
899	 345	 3	 C	 345	 385	 2	 A	
900	 386	 1	 C	 386	 386	 1	 B	
901	 327	 2	 D	 327	 386	 1	 S	 
902	 387	 1	 C	 387	 387	 1	 B	
903	 385	 1	 D	 385	 386	 2	 S	 
904	 388	 1	 C	 388	 388	 1	 B	
905	 345	 3	 D	 345	 387	 2	 S	 
906	 328	 4	 P	 328	 328	 62	 A	 
907	 389	 1	 C	 389	 389	 1	 B	
908	 386	 1	 D	 386	 387	 3	 S	 
909	 387	 1	 D	 387	 388	 3	 S	 
910	 348	 3	 A	 348	 348	 44	 B	
911	 388	 1	 D	 388	 389	 3	 S	 
912	 332	 2	 P	 332	 332	 61	 A	 
913	 348	 3	 C	 348	 392	 1	 B	
914	 389	 1	 D	 389	 390	 3	 S	 
915	 332	 2	 C	 332	 393	 1	 A	
916	 348	 3	 D	 348	 393	 1	 S	 
917	 355	 3	 A	 355	 355	 40	 B	
918	 332	 2	 D	 332	 394	 1	 S	 
919	 394	 1	 C	 394	 394	 2	 B	
920	 266	 4	 Q	 266	 266	 130	 S	
921	 335	 2	 P	 335	 335	 62	 A	 
922	 355	 3	 C	 355	 395	 2	 B	
923	 394	 1	 D	 394	 396	 1	 S	 
924	 266	 4	 C	 266	 396	 2	 A	
925	 335	 2	 C	 335	 397	 1	 B	
926	 355	 3	 D	 355	 397	 1	 S	 
927	 397	 1	 C	 397	 397	 2	 A	
928	 266	 4	 D	 266	 398	 1	 S	 
929	 357	 3	 A	 357	 357	 43	 B	
930	 335	 2	 D	 335	 398	 2	 S	 
931	 399	 1	 C	 399	 399	 2	 B	
932	 397	 1	 D	 397	 399	 2	 S	 
933	 341	 2	 P	 341	 341	 61	 A	 
934	 357	 3	 C	 357	 400	 2	 B	
935	 399	 1	 D	 399	 401	 1	 S	 
936	 400	 1	 C	 400	 400	 3	 A	
937	 341	 2	 C	 341	 402	 1	 B	
938	 357	 3	 D	 357	 402	 1	 S	 
939	 402	 1	 C	 402	 402	 2	 A	
940	 400	 1	 D	 400	 403	 1	 S	 
941	 359	 3	 A	 359	 359	 46	 B	
942	 341	 2	 D	 341	 403	 2	 S	 
943	 404	 1	 C	 404	 404	 2	 B	
944	 402	 1	 D	 402	 404	 2	 S	 
945	 347	 2	 P	 347	 347	 60	 A	 
946	 359	 3	 C	 359	 405	 2	 B	
947	 404	 1	 D	 404	 406	 1	 S	 
948	 405	 1	 C	 405	 405	 3	 A	
949	 406	 1	 C	 406	 406	 2	 B	
950	 359	 3	 D	 359	 407	 1	 S	 
951	 347	 2	 C	 347	 407	 2	 A	
952	 407	 1	 C	 407	 407	 2	 B	
953	 405	 1	 D	 405	 408	 1	 S	 
954	 408	 1	 C	 408	 408	 2	 A	
955	 409	 1	 C	 409	 409	 1	 B	
956	 406	 1	 D	 406	 408	 2	 S	 
957	 347	 2	 D	 347	 409	 2	 S	 
958	 364	 3	 A	 364	 364	 48	 B	
959	 407	 1	 D	 407	 409	 3	 S	 
960	 350	 4	 P	 350	 350	 63	 A	 
961	 411	 1	 C	 411	 411	 2	 B	
962	 408	 1	 D	 408	 410	 3	 S	 
963	 364	 3	 C	 364	 412	 2	 A	
964	 413	 1	 C	 413	 413	 1	 B	
965	 409	 1	 D	 409	 410	 4	 S	 
966	 414	 1	 C	 414	 414	 1	 B	
967	 411	 1	 D	 411	 413	 2	 S	 
968	 364	 3	 D	 364	 414	 2	 S	 
969	 415	 1	 C	 415	 415	 1	 B	
970	 351	 4	 P	 351	 351	 66	 A	 
971	 413	 1	 D	 413	 414	 3	 S	 
972	 416	 1	 C	 416	 416	 1	 B	
973	 414	 1	 D	 414	 415	 3	 S	 
974	 417	 1	 C	 417	 417	 1	 B	
975	 415	 1	 D	 415	 416	 3	 S	 
976	 352	 2	 P	 352	 352	 68	 A	 
977	 368	 5	 A	 368	 368	 52	 B	
978	 416	 1	 D	 416	 417	 3	 S	 
979	 419	 1	 C	 419	 419	 2	 A	
980	 352	 2	 C	 352	 420	 1	 B	
981	 417	 1	 D	 417	 418	 3	 S	 
982	 419	 1	 D	 419	 421	 1	 S	 
983	 372	 3	 A	 372	 372	 51	 B	
984	 352	 2	 D	 352	 421	 2	 S	 
985	 354	 2	 P	 354	 354	 70	 A	 
986	 372	 3	 C	 372	 423	 1	 B	
987	 282	 4	 Q	 282	 282	 142	 S	
988	 354	 2	 C	 354	 424	 1	 A	
989	 372	 3	 D	 372	 424	 1	 S	 
990	 282	 4	 C	 282	 424	 2	 A	
991	 378	 3	 A	 378	 378	 48	 B	
992	 354	 2	 D	 354	 425	 1	 S	 
993	 378	 3	 C	 378	 426	 1	 B	
994	 282	 4	 D	 282	 426	 1	 S	 
995	 378	 3	 D	 378	 427	 1	 S	 
996	 362	 2	 P	 362	 362	 67	 A	 
997	 383	 3	 A	 383	 383	 46	 B	
998	 293	 5	 Q	 293	 293	 136	 S	
999	 362	 2	 C	 362	 429	 1	 A	
1000	 383	 3	 C	 383	 429	 1	 B	
1001	 296	 4	 Q	 296	 296	 134	 S	
1002	 429	 1	 C	 429	 429	 2	 A	
1003	 293	 5	 C	 293	 429	 2	 B	
1004	 362	 2	 D	 362	 430	 1	 S	 
1005	 430	 1	 C	 430	 430	 2	 A	
1006	 296	 4	 C	 296	 430	 2	 B	
1007	 383	 3	 D	 383	 430	 2	 S	 
1008	 429	 1	 D	 429	 431	 2	 S	 
1009	 391	 5	 A	 391	 391	 43	 B	
1010	 293	 5	 D	 293	 431	 3	 S	 
1011	 371	 2	 P	 371	 371	 64	 A	 
1012	 434	 1	 C	 434	 434	 1	 B	
1013	 430	 1	 D	 430	 432	 3	 S	 
1014	 371	 2	 C	 371	 435	 1	 A	
1015	 296	 4	 D	 296	 432	 4	 S	 
1016	 392	 3	 A	 392	 392	 45	 B	
1017	 434	 1	 D	 434	 435	 2	 S	 
1018	 436	 1	 C	 436	 436	 2	 B	
1019	 371	 2	 D	 371	 436	 2	 S	 
1020	 376	 2	 P	 376	 376	 63	 A	 
1021	 392	 3	 C	 392	 437	 2	 B	
1022	 436	 1	 D	 436	 438	 1	 S	 
1023	 438	 1	 C	 438	 438	 2	 A	
1024	 376	 2	 C	 376	 439	 1	 B	
1025	 392	 3	 D	 392	 439	 1	 S	 
1026	 439	 1	 C	 439	 439	 2	 A	
1027	 438	 1	 D	 438	 440	 1	 S	 
1028	 418	 3	 A	 418	 418	 24	 B	
1029	 376	 2	 D	 376	 440	 2	 S	 
1030	 441	 1	 C	 441	 441	 2	 B	
1031	 439	 1	 D	 439	 441	 2	 S	 
1032	 379	 2	 P	 379	 379	 65	 A	 
1033	 442	 1	 C	 442	 442	 2	 B	
1034	 441	 1	 D	 441	 443	 1	 S	 
1035	 418	 3	 C	 418	 442	 3	 A	
1036	 443	 1	 C	 443	 443	 2	 B	
1037	 442	 1	 D	 442	 444	 1	 S	 
1038	 379	 2	 C	 379	 444	 2	 A	
1039	 444	 1	 C	 444	 444	 2	 B	
1040	 418	 3	 D	 418	 445	 1	 S	 
1041	 446	 1	 C	 446	 446	 1	 B	
1042	 443	 1	 D	 443	 445	 2	 S	 
1043	 447	 1	 C	 447	 447	 1	 B	
1044	 379	 2	 D	 379	 446	 2	 S	 
1045	 380	 2	 P	 380	 380	 69	 A	 
1046	 448	 1	 C	 448	 448	 1	 B	
1047	 444	 1	 D	 444	 446	 3	 S	 
1048	 380	 2	 C	 380	 449	 1	 A	
1049	 446	 1	 D	 446	 447	 3	 S	 
1050	 420	 3	 A	 420	 420	 31	 B	
1051	 447	 1	 D	 447	 448	 3	 S	 
1052	 420	 3	 C	 420	 451	 1	 B	
1053	 448	 1	 D	 448	 449	 3	 S	 
1054	 384	 2	 P	 384	 384	 69	 A	 
1055	 452	 1	 C	 452	 452	 1	 B	
1056	 380	 2	 D	 380	 450	 3	 S	 
1057	 384	 2	 C	 384	 453	 1	 A	
1058	 453	 1	 C	 453	 453	 1	 B	
1059	 420	 3	 D	 420	 452	 2	 S	 
1060	 452	 1	 D	 452	 453	 2	 S	 
1061	 421	 5	 A	 421	 421	 35	 B	
1062	 384	 2	 D	 384	 454	 2	 S	 
1063	 390	 2	 P	 390	 390	 67	 A	 
1064	 455	 1	 C	 455	 455	 2	 B	
1065	 453	 1	 D	 453	 454	 3	 S	 
1066	 456	 1	 C	 456	 456	 2	 A	
1067	 390	 2	 C	 390	 457	 1	 B	
1068	 455	 1	 D	 455	 457	 1	 S	 
1069	 457	 1	 C	 457	 457	 2	 A	
1070	 456	 1	 D	 456	 458	 1	 S	 
1071	 425	 5	 A	 425	 425	 35	 B	
1072	 390	 2	 D	 390	 458	 2	 S	 
1073	 457	 1	 D	 457	 459	 2	 S	 
1074	 393	 2	 P	 393	 393	 69	 A	 
1075	 426	 3	 A	 426	 426	 36	 B	
1076	 302	 5	 Q	 302	 302	 160	 S	
1077	 393	 2	 C	 393	 462	 1	 A	
1078	 426	 3	 C	 426	 462	 1	 B	
1079	 309	 4	 Q	 309	 309	 154	 S	
1080	 302	 5	 C	 302	 462	 2	 A	
1081	 393	 2	 D	 393	 463	 1	 S	 
1082	 309	 4	 C	 309	 463	 2	 A	
1083	 428	 3	 A	 428	 428	 37	 B	
1084	 426	 3	 D	 426	 463	 2	 S	 
1085	 428	 3	 C	 428	 465	 1	 B	
1086	 302	 5	 D	 302	 464	 2	 S	 
1087	 465	 1	 C	 465	 465	 2	 B	
1088	 309	 4	 D	 309	 465	 2	 S	 
1089	 395	 4	 P	 395	 395	 73	 A	 
1090	 467	 1	 C	 467	 467	 1	 B	
1091	 428	 3	 D	 428	 466	 2	 S	 
1092	 465	 1	 D	 465	 467	 2	 S	 
1093	 431	 3	 A	 431	 431	 39	 B	
1094	 467	 1	 D	 467	 468	 2	 S	 
1095	 396	 2	 P	 396	 396	 75	 A	 
1096	 431	 3	 C	 431	 470	 1	 B	
1097	 328	 4	 Q	 328	 328	 143	 S	
1098	 396	 2	 C	 396	 471	 1	 A	
1099	 471	 1	 C	 471	 471	 1	 B	
1100	 431	 3	 D	 431	 471	 1	 S	 
1101	 328	 4	 C	 328	 471	 2	 A	
1102	 472	 1	 C	 472	 472	 1	 B	
1103	 396	 2	 D	 396	 472	 1	 S	 
1104	 471	 1	 D	 471	 472	 2	 S	 
1105	 435	 5	 A	 435	 435	 40	 B	
1106	 328	 4	 D	 328	 473	 2	 S	 
1107	 398	 2	 P	 398	 398	 78	 A	 
1108	 474	 1	 C	 474	 474	 2	 B	
1109	 472	 1	 D	 472	 473	 3	 S	 
1110	 475	 1	 C	 475	 475	 2	 A	
1111	 398	 2	 C	 398	 476	 1	 B	
1112	 474	 1	 D	 474	 476	 1	 S	 
1113	 476	 1	 C	 476	 476	 2	 A	
1114	 477	 1	 C	 477	 477	 1	 B	
1115	 475	 1	 D	 475	 477	 1	 S	 
1116	 478	 1	 C	 478	 478	 1	 B	
1117	 398	 2	 D	 398	 477	 2	 S	 
1118	 476	 1	 D	 476	 478	 2	 S	 
1119	 401	 2	 P	 401	 401	 80	 A	 
1120	 437	 3	 A	 437	 437	 44	 B	
1121	 477	 1	 D	 477	 478	 3	 S	 
1122	 401	 2	 C	 401	 481	 1	 A	
1123	 437	 3	 C	 437	 481	 1	 B	
1124	 478	 1	 D	 478	 479	 3	 S	 
1125	 401	 2	 D	 401	 482	 1	 S	 
1126	 440	 3	 A	 440	 440	 44	 B	
1127	 437	 3	 D	 437	 482	 2	 S	 
1128	 403	 2	 P	 403	 403	 82	 A	 
1129	 484	 1	 C	 484	 484	 1	 B	
1130	 350	 4	 Q	 350	 350	 135	 S	
1131	 440	 3	 C	 440	 484	 2	 A	
