TID GID GT TTy ReqT TAr TT Res
1	 0	 4	 Q	 0	 0	 1	 S	
2742	 1093	 3	 A	 1093	 1093	 76	 B	
2743	 1092	 3	 D	 1092	 1167	 2	 S	 
2744	 1093	 3	 C	 1093	 1169	 1	 B	
2745	 991	 2	 P	 991	 991	 179	 A	 
2746	 1166	 1	 D	 1166	 1167	 3	 S	 
2747	 1170	 1	 C	 1170	 1170	 1	 B	
2748	 991	 2	 C	 991	 1170	 1	 A	
2749	 1093	 3	 D	 1093	 1170	 1	 S	 
2750	 1170	 1	 D	 1170	 1171	 1	 S	 
2751	 1100	 3	 A	 1100	 1100	 73	 B	
2752	 991	 2	 D	 991	 1171	 2	 S	 
2753	 1172	 1	 C	 1172	 1172	 2	 B	
2754	 993	 4	 P	 993	 993	 181	 A	 
2755	 865	 5	 Q	 865	 865	 309	 S	
2756	 1100	 3	 C	 1100	 1173	 2	 B	
2757	 1172	 1	 D	 1172	 1174	 1	 S	 
2758	 865	 5	 C	 865	 1174	 2	 B	
2759	 1100	 3	 D	 1100	 1175	 1	 S	 
2760	 1175	 1	 C	 1175	 1175	 2	 B	
2761	 995	 2	 P	 995	 995	 182	 A	 
2762	 865	 5	 D	 865	 1176	 1	 S	 
2763	 1176	 1	 C	 1176	 1176	 2	 B	
2764	 1177	 1	 C	 1177	 1177	 1	 A	
2765	 1175	 1	 D	 1175	 1177	 1	 S	 
2766	 995	 2	 C	 995	 1177	 2	 B	
2767	 1176	 1	 D	 1176	 1178	 1	 S	 
2768	 1179	 1	 C	 1179	 1179	 1	 B	
2769	 1177	 1	 D	 1177	 1178	 2	 S	 
2770	 1180	 1	 C	 1180	 1180	 1	 B	
2771	 998	 2	 P	 998	 998	 183	 A	 
2772	 995	 2	 D	 995	 1179	 2	 S	 
2773	 1181	 1	 C	 1181	 1181	 1	 B	
2774	 998	 2	 C	 998	 1181	 1	 A	
2775	 1179	 1	 D	 1179	 1180	 2	 S	 
2776	 1180	 1	 D	 1180	 1181	 2	 S	 
2777	 1106	 3	 A	 1106	 1106	 78	 B	
2778	 1181	 1	 D	 1181	 1182	 2	 S	 
2779	 1183	 1	 C	 1183	 1183	 2	 B	
2780	 1001	 2	 P	 1001	 1001	 184	 A	 
2781	 998	 2	 D	 998	 1182	 3	 S	 
2782	 1184	 1	 C	 1184	 1184	 2	 B	
2783	 1106	 3	 C	 1106	 1184	 2	 A	
2784	 1183	 1	 D	 1183	 1185	 1	 S	 
2785	 1001	 2	 C	 1001	 1185	 2	 B	
2786	 1184	 1	 D	 1184	 1186	 1	 S	 
2787	 1187	 1	 C	 1187	 1187	 1	 B	
2788	 1106	 3	 D	 1106	 1186	 2	 S	 
2789	 1188	 1	 C	 1188	 1188	 1	 B	
2790	 1002	 2	 P	 1002	 1002	 187	 A	 
2791	 1001	 2	 D	 1001	 1187	 2	 S	 
2792	 1189	 1	 C	 1189	 1189	 1	 B	
2793	 1002	 2	 C	 1002	 1189	 1	 A	
2794	 1187	 1	 D	 1187	 1188	 2	 S	 
2795	 1188	 1	 D	 1188	 1189	 2	 S	 
2796	 1109	 5	 A	 1109	 1109	 83	 B	
2797	 1189	 1	 D	 1189	 1190	 2	 S	 
2798	 1003	 2	 P	 1003	 1003	 190	 A	 
2799	 1002	 2	 D	 1002	 1190	 3	 S	 
2800	 1111	 5	 A	 1111	 1111	 83	 B	
2801	 1193	 1	 C	 1193	 1193	 1	 A	
2802	 875	 5	 Q	 875	 875	 319	 S	
2803	 1003	 2	 C	 1003	 1193	 2	 B	
2804	 1193	 1	 D	 1193	 1194	 1	 S	 
2805	 875	 5	 C	 875	 1194	 2	 B	
2806	 1003	 2	 D	 1003	 1195	 1	 S	 
2807	 1195	 1	 C	 1195	 1195	 2	 B	
2808	 1007	 2	 P	 1007	 1007	 190	 A	 
2809	 875	 5	 D	 875	 1196	 1	 S	 
2810	 1197	 1	 C	 1197	 1197	 1	 B	
2811	 1007	 2	 C	 1007	 1197	 1	 A	
2812	 1195	 1	 D	 1195	 1197	 1	 S	 
2813	 1197	 1	 D	 1197	 1198	 1	 S	 
2814	 1112	 3	 A	 1112	 1112	 88	 B	
2815	 1007	 2	 D	 1007	 1198	 2	 S	 
2816	 1008	 2	 P	 1008	 1008	 193	 A	 
