TID GID GT TTy ReqT TAr TT Res
1152	 401	 2	 C	 401	 491	 1	 A	
1153	 454	 3	 A	 454	 454	 38	 B	
1154	 465	 1	 D	 465	 467	 25	 S	
1155	 491	 1	 C	 491	 491	 2	 A	
1156	 454	 3	 C	 454	 492	 1	 B	
1157	 390	 2	 D	 390	 468	 25	 S	
1158	 492	 1	 C	 492	 492	 2	 A	
1159	 467	 1	 D	 467	 468	 26	 S	
1160	 437	 3	 D	 437	 471	 24	 S	
1161	 459	 5	 A	 459	 459	 36	 B	
1162	 393	 2	 D	 393	 472	 24	 S	
1163	 459	 5	 C	 459	 495	 1	 B	
1164	 403	 2	 P	 403	 403	 94	 A	
1165	 471	 1	 D	 471	 472	 25	 S	
1166	 403	 2	 C	 403	 497	 1	 A	
1167	 461	 3	 A	 461	 461	 37	 B	
1168	 472	 1	 D	 472	 473	 25	 S	
1169	 497	 1	 C	 497	 497	 2	 A	
1170	 461	 3	 C	 461	 498	 1	 B	
1171	 474	 1	 D	 474	 476	 23	 S	
1172	 395	 4	 D	 395	 476	 24	 S	
1173	 499	 1	 C	 499	 499	 1	 B	
1174	 440	 3	 D	 440	 477	 24	 S	
1175	 410	 4	 P	 410	 410	 92	 A	
1176	 462	 3	 A	 462	 462	 40	 B	
1177	 475	 1	 D	 475	 477	 25	 S	
1178	 410	 4	 C	 410	 502	 1	 A	
1179	 462	 3	 C	 462	 502	 1	 B	
1180	 476	 1	 D	 476	 478	 25	 S	
1181	 502	 1	 C	 502	 502	 2	 A	
1182	 477	 1	 D	 477	 478	 26	 S	
1183	 466	 3	 A	 466	 466	 39	 B	
1184	 503	 1	 C	 503	 503	 2	 A	
1185	 478	 1	 D	 478	 479	 26	 S	
1186	 504	 1	 C	 504	 504	 2	 B	
1187	 466	 3	 C	 466	 505	 1	 A	
1188	 449	 5	 D	 449	 481	 25	 S	
